school_common_name,school_full_name,team,city,state,type,conference,address,lng,lat,key_0,count_dist,mean_dist,std_dist,min_dist,25%_dist,50%_dist,75%_dist,max_dist,count_wtDist,mean_wtDist,std_wtDist,min_wtDist,25%_wtDist,50%_wtDist,75%_wtDist,max_wtDist
UNLV,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,UNLV,7.0,348.8758493328572,98.99684822361397,225.52660445,297.63049529,366.49082951,366.49082951,521.87086177,7.0,204.19271883785717,151.42521784620527,56.3816511125,75.3723023,130.4677154425,362.6321156,366.49082951
Duke,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,Duke,31.0,299.2298240670968,387.3379551772014,8.661911739999999,47.628087150000006,119.28459087,343.77039889499997,1803.36155733,31.0,199.6209960226613,213.5581508649824,6.496433804999999,47.628087150000006,119.28459087,245.25901726874997,901.680778665
Loyola–Chicago,Loyola University Chicago,Ramblers,Chicago,Illinois,Private/Catholic,Missouri Valley Conference,Loyola University Chicago Chicago Illinois,-87.66842176669064,41.94484179999999,Loyola–Chicago,1.0,769.9159512599998,,769.9159512599998,769.9159512599998,769.9159512599998,769.9159512599998,769.9159512599998,1.0,192.47898781499995,,192.47898781499995,192.47898781499995,192.47898781499995,192.47898781499995,192.47898781499995
Georgia,University of Georgia,Bulldogs,Athens,Georgia,State,Southeastern Conference,University of Georgia Athens Georgia,-83.37304904988295,33.9404278,Georgia,2.0,382.0872416100001,301.13928144301485,169.14961362000003,275.61842761500003,382.0872416100001,488.5560556050001,595.0248696000001,2.0,191.04362080500005,150.56964072150743,84.57480681000001,137.80921380750002,191.04362080500005,244.27802780250005,297.51243480000005
Virginia,University of Virginia,Cavaliers,Charlottesville,Virginia,State,Atlantic Coast Conference,University of Virginia Charlottesville Virginia,-78.5054996018357,38.0410576,Virginia,6.0,236.79827439,73.5426226269321,156.36801215,175.6879899675,233.64792342,293.0525444475,327.90369041,6.0,186.07498294625,78.81019314561216,81.9759226025,156.36801215,165.8019773575,219.04492820625,312.85408479
Kansas State,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,Kansas State University Manhattan Kansas,-96.58844409645442,39.2087029,Kansas State,5.0,515.536605796,508.31878087463537,107.96942496,263.10090882000003,263.10090882000003,569.43681182,1374.07497456,5.0,181.504333213,114.18799364156463,26.99235624,142.359202955,197.325681615,197.325681615,343.51874364
California,"University of California, Berkeley",Golden Bears,Berkeley,California,State,Pac-12 Conference,"University of California, Berkeley Berkeley California",-122.26639872292525,37.87094645,California,1.0,719.11887201,,719.11887201,719.11887201,719.11887201,719.11887201,719.11887201,1.0,179.7797180025,,179.7797180025,179.7797180025,179.7797180025,179.7797180025,179.7797180025
Marquette,Marquette University,Golden Eagles,Milwaukee,Wisconsin,Private/Catholic,Big East Conference,Marquette University Milwaukee Wisconsin,-87.93155449905072,43.03889625,Marquette,4.0,456.971767675,265.9722376593688,243.93161347,323.19369823,369.383311515,503.16138096000003,845.1888342000002,4.0,175.6615817,38.77982160743416,121.965806735,161.596849115,184.6916557575,198.7563883425,211.29720855000005
Tennessee,University of Tennessee,Volunteers,Knoxville,Tennessee,State,Southeastern Conference,University of Tennessee Knoxville Tennessee,-83.93042902947623,35.9518119,Tennessee,6.0,321.177349335,219.88700532280467,180.53934405,232.09449591999999,234.08909683,269.78220049749996,765.23702763,6.0,174.44576577666666,122.3542134475772,45.1348360125,87.28476108375,174.5695221675,202.336650373125,382.618513815
Texas A&M,Texas A&M University,Aggies,College Station,Texas,State,Southeastern Conference,"Texas A & M, College Station Texas",-96.24359931287478,30.551816100000003,Texas A&M,1.0,347.92426403,,347.92426403,347.92426403,347.92426403,347.92426403,347.92426403,1.0,173.962132015,,173.962132015,173.962132015,173.962132015,173.962132015,173.962132015
Nebraska,University of Nebraska–Lincoln,Cornhuskers,Lincoln,Nebraska,State,Big Ten Conference,University of Nebraska–Lincoln Lincoln Nebraska,-96.70049096055014,40.820739,Nebraska,1.0,335.63975936,,335.63975936,335.63975936,335.63975936,335.63975936,335.63975936,1.0,167.81987968,,167.81987968,167.81987968,167.81987968,167.81987968,167.81987968
Ole Miss,University of Mississippi,Rebels,Oxford,Mississippi,State,Southeastern Conference,University of Mississippi Oxford Mississippi,-89.53963491020966,34.3646125,Ole Miss,2.0,444.05035773,20.097042127292184,429.83960296,436.94498034500003,444.05035773,451.15573511499997,458.2611125,2.0,164.7425398025,70.96136398706425,114.565278125,139.65390896374998,164.7425398025,189.83117064125,214.91980148
Villanova,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,Villanova,11.0,239.90625915545453,186.51432447801108,10.96719815,141.58559606,246.82098862,268.96043735,682.1659386399998,11.0,159.93637633818182,111.87010925933636,5.483599075,79.34208627625,179.49544077000002,246.82098862,341.0829693199999
Illinois,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,University of Illinois at Urbana–Champaign Urbana–Champaign Illinois,-88.22402607254264,40.106650099999996,Illinois,11.0,414.08954275818184,454.9576578681523,111.89648968,119.026721905,214.96951116,500.9275522150001,1679.51610332,11.0,159.77199546454548,112.25890011462553,27.97412242,108.301858445,128.58651474,222.92772024250002,419.87902583
Notre Dame,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,University of Notre Dame South Bend Indiana,-86.23822026017265,41.70456775,Notre Dame,3.0,276.1082750866667,181.15770858826704,72.38350779,204.620577155,336.85764652,377.97065873500003,419.08367095000006,3.0,144.08609652583334,80.43875479306155,54.28763084249999,111.35822705125,168.42882326,188.98532936750001,209.54183547500003
Ohio State,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,Ohio State,11.0,317.88831965545455,393.1625119225389,63.97014445,82.36272605,163.09746008000005,331.49832164500003,1333.6237224600004,11.0,134.98395284704546,92.71158976028609,41.68156667999999,55.973876393750004,122.32309506000004,177.74084440874998,333.4059306150001
West Virginia,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,WVU Morgantown West Virginia,-79.98142972909102,39.64931395,West Virginia,3.0,262.5644585233333,54.85267838843225,230.89524989,230.89524989,230.89524989,278.39906284,325.90287579,3.0,131.28222926166666,63.908079363696594,57.7238124725,110.33762518374999,162.951437895,168.06143765625,173.1714374175
Alabama,University of Alabama,Crimson Tide,Tuscaloosa,Alabama,State,Southeastern Conference,University of Alabama Tuscaloosa Alabama,-87.53967401518648,33.21208215,Alabama,3.0,182.73485491666668,133.91072993493745,47.58459118,116.416963705,185.24933623,250.30998678500004,315.3706373400001,3.0,106.17625181583337,113.01281411250199,35.688443385,41.000388721250005,46.3123340575,141.42015603125003,236.52797800500008
Clemson,Clemson University,Tigers,Clemson,South Carolina,State,Atlantic Coast Conference,Clemson University Clemson South Carolina,-82.83743475607795,34.66869155,Clemson,2.0,412.9072432100001,429.6127208400465,109.12517502,261.01620911500004,412.9072432100001,564.798277305,716.6893114000002,2.0,103.22681080250003,107.40318021001163,27.281293755,65.25405227875001,103.22681080250003,141.19956932625,179.17232785000004
Southern Illinois,Southern Illinois University Carbondale,Salukis,Carbondale,Illinois,State,Missouri Valley Conference,Southern Illinois University Carbondale Carbondale Illinois,-89.21512201981972,37.7225014,Southern Illinois,1.0,368.37979735,,368.37979735,368.37979735,368.37979735,368.37979735,368.37979735,1.0,92.0949493375,,92.0949493375,92.0949493375,92.0949493375,92.0949493375,92.0949493375
Butler,Butler University,Bulldogs,Indianapolis,Indiana,Private/Non-Sectarian,Big East Conference,Butler University Indianapolis Indiana,-86.17374943464813,39.8407191,Butler,1.0,238.55054061,,238.55054061,238.55054061,238.55054061,238.55054061,238.55054061,1.0,59.6376351525,,59.6376351525,59.6376351525,59.6376351525,59.6376351525,59.6376351525
La Salle,La Salle University,Explorers,Philadelphia,Pennsylvania,Private/Catholic,Atlantic 10 Conference,La Salle University Philadelphia Pennsylvania,-75.15401786487763,40.0374695,La Salle,1.0,175.45031556,,175.45031556,175.45031556,175.45031556,175.45031556,175.45031556,1.0,43.86257889,,43.86257889,43.86257889,43.86257889,43.86257889,43.86257889
DePaul,DePaul University,Blue Demons,Chicago,Illinois,Private/Catholic,Big East Conference,DePaul University Chicago Illinois,-87.65472633854412,41.92401995,DePaul,1.0,12.34042806,,12.34042806,12.34042806,12.34042806,12.34042806,12.34042806,1.0,6.17021403,,6.17021403,6.17021403,6.17021403,6.17021403,6.17021403
