seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lng,lat
4.0,Loyola–Chicago,"Hartford, CT",1985.0,1985556,Loyola University Chicago,Ramblers,Chicago,Illinois,Private/Catholic,Missouri Valley Conference,Loyola University Chicago Chicago Illinois,-87.66842176669064,41.9448418
4.0,Ohio State,"Tulsa, OK",1985.0,1985557,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905
4.0,LSU,"Dayton, OH",1985.0,1985558,Louisiana State University,Tigers,Baton Rouge,Louisiana,State,Southeastern Conference,Louisiana State University Baton Rouge Louisiana,-91.18596767189877,30.40570885
4.0,UNLV,"Salt Lake City, UT",1985.0,1985559,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.107155399999996
,,"Columbia, SC",,20190,,,,,,,"Columbia, SC",-81.0343313,34.0007493
,,"Salt Lake City, UT",,20191,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Columbus, OH",,20192,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Columbia, SC",,20193,,,,,,,"Columbia, SC",-81.0343313,34.0007493
,,"Des Moines, IA",,20194,,,,,,,"Des Moines, IA",-93.6037149,41.5910641
,,"Des Moines, IA",,20195,,,,,,,"Des Moines, IA",-93.6037149,41.5910641
,,"Jacksonville, FL",,20196,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"Columbus, OH",,20197,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Jacksonville, FL",,20198,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"Tulsa, OK",,20199,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Tulsa, OK",,201910,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Hartford, CT",,201911,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"San Jose, CA",,201912,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"Hartford, CT",,201913,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Salt Lake City, UT",,201914,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"San Jose, CA",,201915,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"Pittsburgh, PA",,201816,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Wichita, KS",,201817,,,,,,,"Wichita, KS",-97.3375448,37.6922361
,,"Nashville, TN",,201818,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Charlotte, NC",,201819,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Detroit, MI",,201820,,,,,,,"Detroit, MI",-83.0466403,42.3315509
,,"Pittsburgh, PA",,201821,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Charlotte, NC",,201822,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Nashville, TN",,201823,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Dallas, TX",,201824,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Detroit, MI",,201825,,,,,,,"Detroit, MI",-83.0466403,42.3315509
,,"Wichita, KS",,201826,,,,,,,"Wichita, KS",-97.3375448,37.6922361
,,"Dallas, TX",,201827,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"San Diego, CA",,201828,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"San Diego, CA",,201829,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Boise, ID",,201830,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Boise, ID",,201831,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Buffalo, NY",,201732,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Tulsa, OK",,201733,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Greenville, SC",,201734,,,,,,,"Greenville, SC",-82.3984882,34.851354
,,"Salt Lake City, UT",,201735,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Greenville, SC",,201736,,,,,,,"Greenville, SC",-82.3984882,34.851354
,,"Indianapolis, IN",,201737,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Indianapolis, IN",,201738,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Salt Lake City, UT",,201739,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Tulsa, OK",,201740,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Sacramento, CA",,201741,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Sacramento, CA",,201742,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Orlando, FL",,201743,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Orlando, FL",,201744,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Milwaukee, WI",,201745,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Milwaukee, WI",,201746,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Buffalo, NY",,201747,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Raleigh, NC",,201648,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"Des Moines, IA",,201649,,,,,,,"Des Moines, IA",-93.6037149,41.5910641
,,"Spokane, WA",,201650,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Raleigh, NC",,201651,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"St. Louis, MO",,201652,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545
,,"Brooklyn, NY",,201653,,,,,,,"Brooklyn, NY",-73.9495823,40.6501038
,,"Oklahoma City, OK",,201654,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"St. Louis, MO",,201655,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545
,,"Brooklyn, NY",,201656,,,,,,,"Brooklyn, NY",-73.9495823,40.6501038
,,"Providence, RI",,201657,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Oklahoma City, OK",,201658,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Denver, CO",,201659,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Des Moines, IA",,201660,,,,,,,"Des Moines, IA",-93.6037149,41.5910641
,,"Spokane, WA",,201661,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Providence, RI",,201662,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Denver, CO",,201663,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Pittsburgh, PA",,201564,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Louisville, KY",,201565,,,,,,,"Louisville, KY",-85.759407,38.2542376
,,"Charlotte, NC",,201566,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Omaha, NE",,201567,,,,,,,"Omaha, NE",-95.9383758,41.2587459
,,"Charlotte, NC",,201568,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Omaha, NE",,201569,,,,,,,"Omaha, NE",-95.9383758,41.2587459
,,"Seattle, WA",,201570,,,,,,,"Seattle, WA",-122.3300624,47.6038321
,,"Portland, OR",,201571,,,,,,,"Portland, OR",-122.6741949,45.5202471
,,"Columbus, OH",,201572,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Pittsburgh, PA",,201573,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Louisville, KY",,201574,,,,,,,"Louisville, KY",-85.759407,38.2542376
,,"Jacksonville, FL",,201575,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"Seattle, WA",,201576,,,,,,,"Seattle, WA",-122.3300624,47.6038321
,,"Columbus, OH",,201577,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Portland, OR",,201578,,,,,,,"Portland, OR",-122.6741949,45.5202471
,,"Jacksonville, FL",,201579,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"St. Louis, MO",,201480,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545
,,"Orlando, FL",,201481,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Raleigh, NC",,201482,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"San Diego, CA",,201483,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Milwaukee, WI",,201484,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"St. Louis, MO",,201485,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545
,,"Buffalo, NY",,201486,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Milwaukee, WI",,201487,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Raleigh, NC",,201488,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"Buffalo, NY",,201489,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"San Antonio, TX",,201490,,,,,,,"San Antonio, TX",-98.4951405,29.4246002
,,"San Antonio, TX",,201491,,,,,,,"San Antonio, TX",-98.4951405,29.4246002
,,"Orlando, FL",,201492,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"San Diego, CA",,201493,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Spokane, WA",,201494,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Spokane, WA",,201495,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Dayton, OH",,201396,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Lexington, KY",,201397,,,,,,,"Lexington, KY",-84.4970393,38.0464066
,,"Salt Lake City, UT",,201398,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Kansas City, MO",,201399,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Austin, TX",,2013100,,,,,,,"Austin, TX",-97.7436995,30.2711286
,,"Philadelphia, PA",,2013101,,,,,,,"Philadelphia, PA",-75.1635262,39.9527237
,,"Dayton, OH",,2013102,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Philadelphia, PA",,2013103,,,,,,,"Philadelphia, PA",-75.1635262,39.9527237
,,"Lexington, KY",,2013104,,,,,,,"Lexington, KY",-84.4970393,38.0464066
,,"Auburn Hills, MI",,2013105,,,,,,,"Auburn Hills, MI",-83.2341028,42.6875323
,,"Salt Lake City, UT",,2013106,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Austin, TX",,2013107,,,,,,,"Austin, TX",-97.7436995,30.2711286
,,"San Jose, CA",,2013108,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"San Jose, CA",,2013109,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"Kansas City, MO",,2013110,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Auburn Hills, MI",,2013111,,,,,,,"Auburn Hills, MI",-83.2341028,42.6875323
,,"Greensboro, NC",,2012112,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Louisville, KY",,2012113,,,,,,,"Louisville, KY",-85.759407,38.2542376
,,"Columbus, OH",,2012114,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Pittsburgh, PA",,2012115,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Omaha, NE",,2012116,,,,,,,"Omaha, NE",-95.9383758,41.2587459
,,"Greensboro, NC",,2012117,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Omaha, NE",,2012118,,,,,,,"Omaha, NE",-95.9383758,41.2587459
,,"Pittsburgh, PA",,2012119,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Columbus, OH",,2012120,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Albuquerque, NM",,2012121,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Louisville, KY",,2012122,,,,,,,"Louisville, KY",-85.759407,38.2542376
,,"Nashville, TN",,2012123,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Nashville, TN",,2012124,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Portland, OR",,2012125,,,,,,,"Portland, OR",-122.6741949,45.5202471
,,"Portland, OR",,2012126,,,,,,,"Portland, OR",-122.6741949,45.5202471
,,"Albuquerque, NM",,2012127,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Cleveland, OH",,2011128,,,,,,,"Cleveland, OH",-81.6934446,41.5051613
,,"Washington, DC",,2011129,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Tulsa, OK",,2011130,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Charlotte, NC",,2011131,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Charlotte, NC",,2011132,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Tampa, FL",,2011133,,,,,,,"Tampa, FL",-82.458444,27.9477595
,,"Chicago, IL",,2011134,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Tucson, AZ",,2011135,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Cleveland, OH",,2011136,,,,,,,"Cleveland, OH",-81.6934446,41.5051613
,,"Denver, CO",,2011137,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Chicago, IL",,2011138,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Washington, DC",,2011139,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Tampa, FL",,2011140,,,,,,,"Tampa, FL",-82.458444,27.9477595
,,"Tucson, AZ",,2011141,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Denver, CO",,2011142,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Tulsa, OK",,2011143,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Jacksonville, FL",,2010144,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"New Orleans, LA",,2010145,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"Oklahoma City, OK",,2010146,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Buffalo, NY",,2010147,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Providence, RI",,2010148,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Buffalo, NY",,2010149,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Milwaukee, WI",,2010150,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Oklahoma City, OK",,2010151,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"New Orleans, LA",,2010152,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"San Jose, CA",,2010153,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"Providence, RI",,2010154,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Milwaukee, WI",,2010155,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Spokane, WA",,2010156,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Jacksonville, FL",,2010157,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"Spokane, WA",,2010158,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"San Jose, CA",,2010159,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"Buffalo, NY",,2009160,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Dayton, OH",,2009161,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Greensboro, NC",,2009162,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Philadelphia, PA",,2009163,,,,,,,"Philadelphia, PA",-75.1635262,39.9527237
,,"Oklahoma City, OK",,2009164,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Greensboro, NC",,2009165,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Kansas City, MO",,2009166,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Kansas City, MO",,2009167,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Milwaukee, WI",,2009168,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Philadelphia, PA",,2009169,,,,,,,"Philadelphia, PA",-75.1635262,39.9527237
,,"Miami, FL",,2009170,,,,,,,"Miami, FL",-80.1936589,25.7742658
,,"Boise, ID",,2009171,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"San Jose, CA",,2009172,,,,,,,"San Jose, CA",-121.8905833,37.3361905
,,"Boise, ID",,2009173,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Portland, OR",,2009174,,,,,,,"Portland, OR",-122.6741949,45.5202471
,,"Portland, OR",,2009175,,,,,,,"Portland, OR",-122.6741949,45.5202471
,,"Raleigh, NC",,2008176,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"Omaha, NE",,2008177,,,,,,,"Omaha, NE",-95.9383758,41.2587459
,,"North Little Rock, AR",,2008178,,,,,,,"North Little Rock, AR",-92.2670941,34.769536
,,"Anaheim, CA",,2008179,,,,,,,"Anaheim, CA",-117.911732,33.8347516
,,"Birmingham, AL",,2008180,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Raleigh, NC",,2008181,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"North Little Rock, AR",,2008182,,,,,,,"North Little Rock, AR",-92.2670941,34.769536
,,"Washington, DC",,2008183,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Birmingham, AL",,2008184,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Omaha, NE",,2008185,,,,,,,"Omaha, NE",-95.9383758,41.2587459
,,"Anaheim, CA",,2008186,,,,,,,"Anaheim, CA",-117.911732,33.8347516
,,"Washington, DC",,2008187,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Denver, CO",,2008188,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Tampa, FL",,2008189,,,,,,,"Tampa, FL",-82.458444,27.9477595
,,"Denver, CO",,2008190,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Tampa, FL",,2008191,,,,,,,"Tampa, FL",-82.458444,27.9477595
,,"Chicago, IL",,2007192,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Winston-Salem, NC",,2007193,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"New Orleans, LA",,2007194,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"New Orleans, LA",,2007195,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"Sacramento, CA",,2007196,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Winston-Salem, NC",,2007197,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Chicago, IL",,2007198,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Chicago, IL",,2007199,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Buffalo, NY",,2007200,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Sacramento, CA",,2007201,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Spokane, WA",,2007202,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Spokane, WA",,2007203,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Columbus, OH",,2007204,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Spokane, WA",,2007205,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Buffalo, NY",,2007206,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Buffalo, NY",,2007207,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Philadelphia, PA",,2006208,,,,,,,"Philadelphia, PA",-75.1635262,39.9527237
,,"Greensboro, NC",,2006209,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dallas, TX",,2006210,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Philadelphia, PA",,2006211,,,,,,,"Philadelphia, PA",-75.1635262,39.9527237
,,"Dayton, OH",,2006212,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Dallas, TX",,2006213,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"San Diego, CA",,2006214,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Greensboro, NC",,2006215,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Jacksonville, FL",,2006216,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"Auburn Hills, MI",,2006217,,,,,,,"Auburn Hills, MI",-83.2341028,42.6875323
,,"Salt Lake City, UT",,2006218,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Dayton, OH",,2006219,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Salt Lake City, UT",,2006220,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Jacksonville, FL",,2006221,,,,,,,"Jacksonville, FL",-81.655651,30.3321838
,,"Auburn Hills, MI",,2006222,,,,,,,"Auburn Hills, MI",-83.2341028,42.6875323
,,"San Diego, CA",,2006223,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Charlotte, NC",,2005224,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Boise, ID",,2005225,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Charlotte, NC",,2005226,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Indianapolis, IN",,2005227,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Worcester, MA",,2005228,,,,,,,"Worcester, MA",-71.8022934,42.2625932
,,"Cleveland, OH",,2005229,,,,,,,"Cleveland, OH",-81.6934446,41.5051613
,,"Indianapolis, IN",,2005230,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Oklahoma City, OK",,2005231,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Oklahoma City, OK",,2005232,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Tucson, AZ",,2005233,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Tucson, AZ",,2005234,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Boise, ID",,2005235,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Nashville, TN",,2005236,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Nashville, TN",,2005237,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Worcester, MA",,2005238,,,,,,,"Worcester, MA",-71.8022934,42.2625932
,,"Cleveland, OH",,2005239,,,,,,,"Cleveland, OH",-81.6934446,41.5051613
,,"Columbus, OH",,2004240,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Raleigh, NC",,2004241,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"Buffalo, NY",,2004242,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Seattle, WA",,2004243,,,,,,,"Seattle, WA",-122.3300624,47.6038321
,,"Seattle, WA",,2004244,,,,,,,"Seattle, WA",-122.3300624,47.6038321
,,"Orlando, FL",,2004245,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Kansas City, MO",,2004246,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Buffalo, NY",,2004247,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Milwaukee, WI",,2004248,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Denver, CO",,2004249,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Milwaukee, WI",,2004250,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Orlando, FL",,2004251,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Kansas City, MO",,2004252,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Columbus, OH",,2004253,,,,,,,"Columbus, OH",-83.0007065,39.9622601
,,"Raleigh, NC",,2004254,,,,,,,"Raleigh, NC",-78.6390989,35.7803977
,,"Denver, CO",,2004255,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Birmingham, AL",,2003256,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Oklahoma City, OK",,2003257,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Nashville, TN",,2003258,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Salt Lake City, UT",,2003259,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Tampa, FL",,2003260,,,,,,,"Tampa, FL",-82.458444,27.9477595
,,"Tampa, FL",,2003261,,,,,,,"Tampa, FL",-82.458444,27.9477595
,,"Boston, MA",,2003262,,,,,,,"Boston, MA",-71.0582912,42.3602534
,,"Oklahoma City, OK",,2003263,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Nashville, TN",,2003264,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Boston, MA",,2003265,,,,,,,"Boston, MA",-71.0582912,42.3602534
,,"Indianapolis, IN",,2003266,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Salt Lake City, UT",,2003267,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Spokane, WA",,2003268,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Birmingham, AL",,2003269,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Spokane, WA",,2003270,,,,,,,"Spokane, WA",-117.4212265,47.6579425
,,"Indianapolis, IN",,2003271,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Washington, DC",,2002272,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"St. Louis, MO",,2002273,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545
,,"Greenville, SC",,2002274,,,,,,,"Greenville, SC",-82.3984882,34.851354
,,"Pittsburgh, PA",,2002275,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Washington, DC",,2002276,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Sacramento, CA",,2002277,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Greenville, SC",,2002278,,,,,,,"Greenville, SC",-82.3984882,34.851354
,,"Dallas, TX",,2002279,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Chicago, IL",,2002280,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Dallas, TX",,2002281,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Pittsburgh, PA",,2002282,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Albuquerque, NM",,2002283,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"St. Louis, MO",,2002284,,,,,,,"St. Louis, MO",-90.24111656024635,38.6529545
,,"Chicago, IL",,2002285,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Sacramento, CA",,2002286,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Albuquerque, NM",,2002287,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Dayton, OH",,2001288,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Greensboro, NC",,2001289,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Memphis, TN",,2001290,,,,,,,"Memphis, TN",-90.0516285,35.1490215
,,"San Diego, CA",,2001291,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Kansas City, MO",,2001292,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Uniondale, NY",,2001293,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115
,,"New Orleans, LA",,2001294,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"Boise, ID",,2001295,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Kansas City, MO",,2001296,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Uniondale, NY",,2001297,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115
,,"New Orleans, LA",,2001298,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"Boise, ID",,2001299,,,,,,,"Boise, ID",-116.200886,43.6166163
