key_0,count_dist,mean_dist,std_dist,min_dist,25%_dist,50%_dist,75%_dist,max_dist,count_wtDist,mean_wtDist,std_wtDist,min_wtDist,25%_wtDist,50%_wtDist,75%_wtDist,max_wtDist,seed
1.0,140.0,353.1002400763571,397.1348614489893,0.42253228,117.4375655725,236.950510285,441.20758540500003,2451.64413534,140.0,353.1002400763571,397.1348614489893,0.42253228,117.4375655725,236.950510285,441.20758540500003,2451.64413534,1.0
2.0,140.0,482.06379386242855,472.9430374850344,0.98176618,159.72186212250006,313.9508046050001,596.2427567600001,2119.94386812,140.0,347.0859315809485,340.5189869892248,0.7068716496,114.99974072820001,226.04457931560006,429.29478486720006,1526.3595850463998,2.0
3.0,140.0,689.2706058867143,544.5912179263463,1.46643556,335.38344382250006,489.935499225,875.7121311474999,2337.597702,140.0,351.52800900222434,277.7415211424366,0.7478821356,171.04555634947502,249.86710460475,446.61318688522493,1192.17482802,3.0
4.0,140.0,828.8304881030715,649.7446059755317,36.41855431,311.17638308999994,599.4303899900001,1322.7233216925001,2416.71687143,140.0,356.39710988432074,279.3901805694787,15.659978353299998,133.8058447287,257.7550676957,568.7710283277751,1039.1882547149,4.0
